BallSpeed,WaveInterval,BallsPerWave,WaveDelay,DistractionCount,DistractionSpeed,CubeMode,BallSize,ColorShift,SpawnDistance,SuccessTarget
4.329066,0.8930593,2,0.6636891,8,5.071477,0,1.965082,1,14.68396,1
4.096212751585984,2.057072132857198,3,0.2945049288310007,0,1.6720264712694313,1,1.1227216440257486,0,11.747035713059471,0
4.716674,3.356236,2,0.5219899,1,4.087974,2,1.461719,0,7.054437,0
4.393763195010377,2.242734556148934,1,0.4676233565219424,3,3.214794821230739,1,0.7760061324893598,0,9.110294230508298,1
5.569956813731531,2.320926373891438,2,0.44558817819514634,3,3.1994172485124697,1,0.7254461784052736,0,8.771063869568875,1
11.67601,3.324489,5,0.5572156,6,6.156101,0,0.4695118,1,10.55705,0
6.790894,2.739664,3,0.6395034,9,7.755744,1,0.5934401,1,5.35171,0
5.604733145635356,2.0972269366981284,3,0.2712055601494312,3,2.3898252275726306,2,1.1301960656099794,0,11.449720780526615,0
7.266467807555566,1.2734425542791294,5,0.59165762182834,11,4.84496178755681,2,1.6236143176122224,0,13.713515207260677,0
6.011365,1.478287,3,0.3980921,3,3.65361,2,0.8670832,0,8.260586,0
4.697234042141988,1.3359379941080036,2,0.5713548448594882,4,3.4873264647765567,0,1.0169957017919555,0,9.055143849942429,0
3.1392537461858097,1.6171111962363642,3,0.07553949557476525,1,2.375285460364171,1,2.2927821310484076,1,7.688602929359942,0
4.896460657446822,1.7664321131367562,1,0.4605840230242599,2,2.3660965158071,1,0.8203918651182969,0,8.967758133054422,1
4.0265294105031195,2.0861243586401073,3,0.5112459700103167,2,3.9871179743808423,2,0.834312557058606,0,9.989947415608258,0
4.622140330463915,1.5834290976950753,2,0.3865411153669865,4,3.067098980211559,2,0.8416668625213145,0,8.75964276608627,0
6.555100275556578,1.3814508745456013,1,0.5599439973604595,4,2.543125767436035,1,0.9634186201471843,1,10.484842235429326,0
14.861785731007762,0.342469853780352,6,0.06046094746031627,14,8.788817632265967,1,0.3014789315997045,0,5.06892251885,0
4.958691743841723,2.3270371184283727,1,0.5208959059883637,0,2.567626580598854,1,0.84940234395624,0,9.175676548749987,1
12.086344373514994,2.898076728740987,4,0.6429388979362299,11,6.336763460891233,1,2.437803154820985,0,6.922625229415925,0
3.854422,1.868533,3,0.4248205,3,1.662713,1,0.9679312,1,10.61263,0
6.060933165706881,1.736478090052091,3,0.5040209815828033,2,1.8960818419780257,1,0.7749332657991326,1,10.199621800377347,0
4.238443,1.231913,3,0.2549807,3,2.809507,2,1.119734,1,11.75712,1
6.094440168571361,1.4106430648461576,3,0.19252300439595935,1,1.8062255471081892,2,0.971277274567328,0,10.70333834180557,1
13.534027196582814,0.4449454834986981,4,0.07590446264661807,14,7.669911173810152,1,0.4381969149104018,0,5.4414909769055635,0
7.677535131271638,3.731139736685522,3,0.11676440977819437,3,5.413604296014732,2,1.8046676200482725,0,9.733535003418247,0
3.581769597928328,2.2863192684364044,3,0.44325415902235926,1,3.5306239615411634,2,1.0383040023773444,0,9.503377467231008,1
11.4447,0.605995,4,0.3146853,8,2.40871,2,2.250154,0,7.86326,0
